saleID,saleDate,productID,productName,productCategory,productColor,productSize,quantity,unitPrice,costPrice,totalAmount,totalCost,customerID,customerName,location,locationLatitude,locationLongitude,salespersonID,salespersonName,status,salesChannel,profit,Date,Year,Month,Month Number
S04660,2023-09-03 21:25:00,P1159,Sportswear_159,Sportswear,Red,M,3,1544.71,1103.49,4634.13,3310.47,C24659,Aarav_4659,Vellore,12.9165,79.1325,SP106,Praveen,Returned,mobile_app,1323.66,2023-09-03,2023,September,9
S04661,2023-03-06 12:40:00,P1160,Kurta_160,Kurta,Grey,XXL,1,2353.51,1967.24,2353.51,1967.24,C24660,Devi_4660,Coimbatore,11.0168,76.9558,SP116,Vignesh,Shipped,in-store,386.27,2023-03-06,2023,March,3
S04662,2024-06-01 15:23:00,P1161,Sportswear_161,Sportswear,Black,M,4,281.88,235.09,1127.52,940.36,C24661,Diya_4661,Tirunelveli,8.7139,77.7567,SP145,Naren,Returned,third-party,187.16,2024-06-01,2024,June,6
S04663,2024-08-20 21:44:00,P1162,Sarees_162,Sarees,Red,XL,1,2473.8,1533.66,2473.8,1533.66,C24662,Devi_4662,Tiruchirappalli,10.7905,78.7047,SP131,Anand,Returned,online,940.14,2024-08-20,2024,August,8
S04664,2024-07-02 14:25:00,P1163,Sarees_163,Sarees,Pink,XS,2,1952.26,1732.54,3904.52,3465.08,C24663,Diya_4663,Vellore,12.9165,79.1325,SP101,Arun,Pending,in-store,439.44,2024-07-02,2024,July,7
S04665,2024-01-11 15:32:00,P1164,Kurta_164,Kurta,Blue,XS,2,1217.06,1076.02,2434.12,2152.04,C24664,Diya_4664,Vellore,12.9165,79.1325,SP122,Bharath,Cancelled,in-store,282.08,2024-01-11,2024,January,1
S04666,2023-11-08 10:45:00,P1165,Men's_165,Men's Shirts,Red,XS,1,1997.33,1207.19,1997.33,1207.19,C24665,Ravi_4665,Chennai,13.0827,80.2707,SP124,Rajesh,Shipped,online,790.14,2023-11-08,2023,November,11
S04667,2024-03-05 10:03:00,P1166,T-Shirts_166,T-Shirts,Red,L,1,1070.65,865.03,1070.65,865.03,C24666,Anu_4666,Erode,11.34,77.7172,SP144,Rohit,Cancelled,in-store,205.62,2024-03-05,2024,March,3
S04668,2023-05-26 15:58:00,P1167,Kid's_167,Kid's Wear,Maroon,M,3,1378.36,1203.89,4135.08,3611.67,C24667,Karthik_4667,Coimbatore,11.0168,76.9558,SP125,Saravanan,Pending,online,523.41,2023-05-26,2023,May,5
S04669,2023-11-29 11:37:00,P1168,Women's_168,Women's Dresses,Yellow,XL,1,1768.45,1389.41,1768.45,1389.41,C24668,Sanjay_4668,Tiruchirappalli,10.7905,78.7047,SP142,Kishore,Cancelled,mobile_app,379.04,2023-11-29,2023,November,11
S04670,2023-07-20 13:20:00,P1169,Kurta_169,Kurta,Grey,L,1,1244.44,885.44,1244.44,885.44,C24669,Lakshmi_4669,Tiruchirappalli,10.7905,78.7047,SP122,Bharath,Pending,in-store,359.0,2023-07-20,2023,July,7
S04671,2024-08-01 17:52:00,P1170,Kurta_170,Kurta,Grey,S,2,1941.32,1392.05,3882.64,2784.1,C24670,Karthik_4670,Tirunelveli,8.7139,77.7567,SP145,Naren,Cancelled,mobile_app,1098.54,2024-08-01,2024,August,8
S04672,2024-06-19 19:37:00,P1171,Kurta_171,Kurta,Red,L,3,957.7,686.35,2873.1,2059.05,C24671,Aarav_4671,Vellore,12.9165,79.1325,SP108,Ravi,Pending,in-store,814.05,2024-06-19,2024,June,6
S04673,2023-07-19 11:15:00,P1172,Jeans_172,Jeans,White,XS,2,660.17,520.34,1320.34,1040.68,C24672,Meena_4672,Tiruchirappalli,10.7905,78.7047,SP122,Bharath,Paid,online,279.66,2023-07-19,2023,July,7
S04674,2023-07-17 20:08:00,P1173,Jeans_173,Jeans,Red,XS,1,2298.46,1991.06,2298.46,1991.06,C24673,Vishal_4673,Tiruchirappalli,10.7905,78.7047,SP103,Rahul,Cancelled,mobile_app,307.4,2023-07-17,2023,July,7
S04675,2023-04-23 13:48:00,P1174,Sportswear_174,Sportswear,White,S,1,704.92,437.87,704.92,437.87,C24674,Ravi_4674,Salem,11.6643,78.146,SP139,Yogesh,Pending,online,267.05,2023-04-23,2023,April,4
S04676,2023-08-15 21:21:00,P1175,Kurta_175,Kurta,Pink,XXL,4,300.63,181.2,1202.52,724.8,C24675,Ganesh_4675,Tiruchirappalli,10.7905,78.7047,SP120,Harish,Shipped,in-store,477.72,2023-08-15,2023,August,8
S04677,2024-05-18 10:32:00,P1176,Kurta_176,Kurta,Grey,XS,1,537.89,442.24,537.89,442.24,C24676,Devi_4676,Salem,11.6643,78.146,SP133,Balaji,Paid,online,95.65,2024-05-18,2024,May,5
S04678,2023-02-05 13:33:00,P1177,Jeans_177,Jeans,Red,XXL,1,430.81,315.27,430.81,315.27,C24677,Aarav_4677,Vellore,12.9165,79.1325,SP143,Gokul,Pending,in-store,115.54,2023-02-05,2023,February,2
S04679,2024-09-27 14:44:00,P1178,Sarees_178,Sarees,Pink,M,2,906.99,777.04,1813.98,1554.08,C24678,Anu_4678,Madurai,9.9252,78.1198,SP124,Rajesh,Paid,online,259.9,2024-09-27,2024,September,9
S04680,2024-01-05 11:51:00,P1179,Kid's_179,Kid's Wear,Yellow,S,3,2251.65,1839.05,6754.95,5517.15,C24679,Lakshmi_4679,Erode,11.34,77.7172,SP115,Santosh,Shipped,online,1237.8,2024-01-05,2024,January,1
S04681,2023-03-11 10:48:00,P1180,T-Shirts_180,T-Shirts,Blue,S,1,503.09,379.02,503.09,379.02,C24680,Ganesh_4680,Erode,11.34,77.7172,SP127,Sanjay,Cancelled,in-store,124.07,2023-03-11,2023,March,3
S04682,2023-12-28 12:25:00,P1181,Women's_181,Women's Dresses,Blue,S,4,1306.44,1049.19,5225.76,4196.76,C24681,Lakshmi_4681,Madurai,9.9252,78.1198,SP112,Naveen,Pending,third-party,1029.0,2023-12-28,2023,December,12
S04683,2023-11-28 21:23:00,P1182,Women's_182,Women's Dresses,White,XXL,1,468.01,367.12,468.01,367.12,C24682,Lakshmi_4682,Madurai,9.9252,78.1198,SP120,Harish,Pending,online,100.89,2023-11-28,2023,November,11
S04684,2023-09-16 18:18:00,P1183,Kurta_183,Kurta,Blue,XS,1,1609.45,1299.07,1609.45,1299.07,C24683,Sathish_4683,Vellore,12.9165,79.1325,SP141,Mahesh,Cancelled,in-store,310.38,2023-09-16,2023,September,9
S04685,2024-05-07 11:57:00,P1184,Kid's_184,Kid's Wear,Yellow,XL,2,2331.33,1687.03,4662.66,3374.06,C24684,Bhuvana_4684,Salem,11.6643,78.146,SP125,Saravanan,Returned,third-party,1288.6,2024-05-07,2024,May,5
S04686,2024-04-26 10:03:00,P1185,Sportswear_185,Sportswear,White,XXL,2,2369.69,1536.88,4739.38,3073.76,C24685,Lakshmi_4685,Salem,11.6643,78.146,SP124,Rajesh,Returned,online,1665.62,2024-04-26,2024,April,4
S04687,2024-02-23 19:54:00,P1186,Jeans_186,Jeans,Green,M,4,1481.95,1072.52,5927.8,4290.08,C24686,Lakshmi_4686,Tirunelveli,8.7139,77.7567,SP117,Ashok,Returned,online,1637.72,2024-02-23,2024,February,2
S04688,2023-04-20 10:14:00,P1187,Women's_187,Women's Dresses,Blue,XL,2,2315.13,1923.9,4630.26,3847.8,C24687,Diya_4687,Tirunelveli,8.7139,77.7567,SP105,Suresh,Pending,in-store,782.46,2023-04-20,2023,April,4
S04689,2024-01-24 10:19:00,P1188,Kurta_188,Kurta,Grey,S,1,712.01,452.66,712.01,452.66,C24688,Anu_4688,Chennai,13.0827,80.2707,SP143,Gokul,Returned,in-store,259.35,2024-01-24,2024,January,1
S04690,2023-11-22 17:35:00,P1189,Kid's_189,Kid's Wear,Red,S,2,699.43,573.37,1398.86,1146.74,C24689,Anu_4689,Coimbatore,11.0168,76.9558,SP144,Rohit,Cancelled,mobile_app,252.12,2023-11-22,2023,November,11
S04691,2024-01-19 18:43:00,P1190,Jeans_190,Jeans,Grey,XXL,1,847.07,532.44,847.07,532.44,C24690,Priya_4690,Salem,11.6643,78.146,SP149,Hari,Paid,in-store,314.63,2024-01-19,2024,January,1
S04692,2023-06-14 11:19:00,P1191,T-Shirts_191,T-Shirts,Grey,XS,2,1108.93,830.43,2217.86,1660.86,C24691,Vishal_4691,Erode,11.34,77.7172,SP142,Kishore,Pending,in-store,557.0,2023-06-14,2023,June,6
S04693,2023-04-21 17:37:00,P1192,Kid's_192,Kid's Wear,Red,XS,3,642.97,532.82,1928.91,1598.46,C24692,Vishal_4692,Tiruchirappalli,10.7905,78.7047,SP112,Naveen,Pending,in-store,330.45,2023-04-21,2023,April,4
S04694,2023-02-09 21:31:00,P1193,Sarees_193,Sarees,White,XS,1,354.82,256.95,354.82,256.95,C24693,Ganesh_4693,Coimbatore,11.0168,76.9558,SP107,Karthik,Pending,in-store,97.87,2023-02-09,2023,February,2
S04695,2023-02-22 21:02:00,P1194,Sportswear_194,Sportswear,Green,XL,4,2329.0,1600.71,9316.0,6402.84,C24694,Meena_4694,Erode,11.34,77.7172,SP100,Tamil,Pending,in-store,2913.16,2023-02-22,2023,February,2
S04696,2023-10-11 14:05:00,P1195,Men's_195,Men's Shirts,Maroon,L,3,2464.27,1907.21,7392.81,5721.63,C24695,Ganesh_4695,Erode,11.34,77.7172,SP118,Mohan,Shipped,online,1671.18,2023-10-11,2023,October,10
S04697,2024-07-06 21:41:00,P1196,Sportswear_196,Sportswear,Red,XXL,1,641.71,493.39,641.71,493.39,C24696,Sathish_4696,Chennai,13.0827,80.2707,SP126,Aravind,Shipped,in-store,148.32,2024-07-06,2024,July,7
S04698,2024-04-27 17:36:00,P1197,Kurta_197,Kurta,Blue,XL,1,2295.29,1939.85,2295.29,1939.85,C24697,Meena_4697,Vellore,12.9165,79.1325,SP124,Rajesh,Pending,online,355.44,2024-04-27,2024,April,4
S04699,2024-10-01 21:42:00,P1198,Sarees_198,Sarees,Red,L,2,2129.28,1584.54,4258.56,3169.08,C24698,Priya_4698,Vellore,12.9165,79.1325,SP144,Rohit,Paid,in-store,1089.48,2024-10-01,2024,October,10
S04700,2024-02-22 19:53:00,P1199,Kurta_199,Kurta,Green,XS,1,1174.19,808.1,1174.19,808.1,C24699,Ravi_4699,Madurai,9.9252,78.1198,SP102,Kumar,Returned,third-party,366.09,2024-02-22,2024,February,2
S04701,2023-04-07 15:53:00,P1200,Kurta_200,Kurta,Maroon,XS,1,772.31,518.9,772.31,518.9,C24700,Lakshmi_4700,Salem,11.6643,78.146,SP106,Praveen,Cancelled,online,253.41,2023-04-07,2023,April,4
S04702,2023-11-30 19:26:00,P1201,Kurta_201,Kurta,Black,XS,2,545.28,384.26,1090.56,768.52,C24701,Meena_4701,Madurai,9.9252,78.1198,SP124,Rajesh,Returned,online,322.04,2023-11-30,2023,November,11
S04703,2024-01-03 10:06:00,P1202,Sarees_202,Sarees,Pink,M,2,1816.19,1239.6,3632.38,2479.2,C24702,Sathish_4702,Erode,11.34,77.7172,SP129,Nithin,Returned,in-store,1153.18,2024-01-03,2024,January,1
S04704,2023-08-01 14:04:00,P1203,Women's_203,Women's Dresses,Blue,L,1,1021.81,716.09,1021.81,716.09,C24703,Aarav_4703,Tirunelveli,8.7139,77.7567,SP145,Naren,Pending,online,305.72,2023-08-01,2023,August,8
S04705,2023-11-21 18:46:00,P1204,Men's_204,Men's Shirts,Pink,M,1,595.22,459.98,595.22,459.98,C24704,Sanjay_4704,Chennai,13.0827,80.2707,SP136,Prakash,Shipped,online,135.24,2023-11-21,2023,November,11
S04706,2024-03-15 17:07:00,P1205,Men's_205,Men's Shirts,Black,M,1,1757.37,1396.11,1757.37,1396.11,C24705,Kavin_4705,Tirunelveli,8.7139,77.7567,SP142,Kishore,Paid,in-store,361.26,2024-03-15,2024,March,3
S04707,2023-02-08 19:33:00,P1206,Sportswear_206,Sportswear,Red,XS,1,427.63,369.23,427.63,369.23,C24706,Anu_4706,Coimbatore,11.0168,76.9558,SP147,Prem,Returned,in-store,58.4,2023-02-08,2023,February,2
S04708,2023-12-15 10:38:00,P1207,Women's_207,Women's Dresses,Black,L,3,372.64,318.74,1117.92,956.22,C24707,Anu_4707,Madurai,9.9252,78.1198,SP137,Surya,Shipped,in-store,161.7,2023-12-15,2023,December,12
S04709,2023-07-02 17:02:00,P1208,Sportswear_208,Sportswear,Red,L,1,494.8,434.9,494.8,434.9,C24708,Vishal_4708,Madurai,9.9252,78.1198,SP107,Karthik,Returned,online,59.9,2023-07-02,2023,July,7
S04710,2023-07-27 12:28:00,P1209,Jeans_209,Jeans,Blue,XL,4,1126.97,690.36,4507.88,2761.44,C24709,Meena_4709,Erode,11.34,77.7172,SP146,Selva,Pending,in-store,1746.44,2023-07-27,2023,July,7
S04711,2024-03-13 21:39:00,P1210,Sarees_210,Sarees,Green,L,3,2340.0,1737.11,7020.0,5211.33,C24710,Sanjay_4710,Chennai,13.0827,80.2707,SP108,Ravi,Pending,online,1808.67,2024-03-13,2024,March,3
S04712,2024-02-14 18:23:00,P1211,Women's_211,Women's Dresses,Pink,XL,2,1967.13,1692.16,3934.26,3384.32,C24711,Devi_4711,Chennai,13.0827,80.2707,SP135,Shankar,Cancelled,online,549.94,2024-02-14,2024,February,2
S04713,2023-08-10 17:32:00,P1212,Sportswear_212,Sportswear,Yellow,M,3,2107.53,1709.66,6322.59,5128.98,C24712,Anu_4712,Chennai,13.0827,80.2707,SP109,Ajay,Cancelled,in-store,1193.61,2023-08-10,2023,August,8
S04714,2024-09-16 19:08:00,P1213,Jeans_213,Jeans,Black,M,1,417.52,293.38,417.52,293.38,C24713,Anu_4713,Tiruchirappalli,10.7905,78.7047,SP148,Jagan,Cancelled,in-store,124.14,2024-09-16,2024,September,9
S04715,2023-03-18 15:23:00,P1214,T-Shirts_214,T-Shirts,Black,XXL,2,2159.43,1611.03,4318.86,3222.06,C24714,Bhuvana_4714,Coimbatore,11.0168,76.9558,SP100,Tamil,Shipped,online,1096.8,2023-03-18,2023,March,3
S04716,2023-04-14 19:25:00,P1215,Sarees_215,Sarees,Grey,S,1,1730.38,1432.07,1730.38,1432.07,C24715,Ganesh_4715,Tirunelveli,8.7139,77.7567,SP105,Suresh,Shipped,mobile_app,298.31,2023-04-14,2023,April,4
S04717,2023-02-10 19:44:00,P1216,T-Shirts_216,T-Shirts,Yellow,M,1,752.08,631.16,752.08,631.16,C24716,Priya_4716,Tiruchirappalli,10.7905,78.7047,SP149,Hari,Returned,third-party,120.92,2023-02-10,2023,February,2
S04718,2024-05-18 13:40:00,P1217,Women's_217,Women's Dresses,Red,S,2,1493.78,1165.42,2987.56,2330.84,C24717,Devi_4717,Coimbatore,11.0168,76.9558,SP119,Deepak,Paid,online,656.72,2024-05-18,2024,May,5
S04719,2024-01-09 10:40:00,P1218,Women's_218,Women's Dresses,Green,XL,4,1330.97,806.3,5323.88,3225.2,C24718,Meena_4718,Tiruchirappalli,10.7905,78.7047,SP105,Suresh,Cancelled,in-store,2098.68,2024-01-09,2024,January,1
S04720,2023-05-28 18:18:00,P1219,Sarees_219,Sarees,Yellow,XL,1,281.28,192.03,281.28,192.03,C24719,Lakshmi_4719,Vellore,12.9165,79.1325,SP136,Prakash,Cancelled,online,89.25,2023-05-28,2023,May,5
S04721,2024-10-04 13:39:00,P1220,Men's_220,Men's Shirts,Black,M,1,766.23,576.31,766.23,576.31,C24720,Sanjay_4720,Vellore,12.9165,79.1325,SP106,Praveen,Shipped,in-store,189.92,2024-10-04,2024,October,10
S04722,2024-08-24 14:24:00,P1221,Sportswear_221,Sportswear,Blue,L,3,1553.67,1076.41,4661.01,3229.23,C24721,Devi_4721,Chennai,13.0827,80.2707,SP112,Naveen,Paid,online,1431.78,2024-08-24,2024,August,8
S04723,2024-03-13 20:10:00,P1222,Sarees_222,Sarees,Pink,XL,1,1826.06,1237.16,1826.06,1237.16,C24722,Ravi_4722,Chennai,13.0827,80.2707,SP136,Prakash,Returned,in-store,588.9,2024-03-13,2024,March,3
S04724,2024-05-22 19:47:00,P1223,Women's_223,Women's Dresses,Green,M,2,1588.07,1057.37,3176.14,2114.74,C24723,Ganesh_4723,Erode,11.34,77.7172,SP100,Tamil,Returned,in-store,1061.4,2024-05-22,2024,May,5
S04725,2023-05-30 16:24:00,P1224,Women's_224,Women's Dresses,Pink,M,2,1051.18,755.86,2102.36,1511.72,C24724,Anu_4724,Tiruchirappalli,10.7905,78.7047,SP148,Jagan,Cancelled,online,590.64,2023-05-30,2023,May,5
S04726,2023-03-14 12:09:00,P1225,Sarees_225,Sarees,Black,S,3,1579.17,1352.98,4737.51,4058.94,C24725,Ravi_4725,Erode,11.34,77.7172,SP135,Shankar,Returned,mobile_app,678.57,2023-03-14,2023,March,3
S04727,2023-09-23 21:54:00,P1226,Women's_226,Women's Dresses,Maroon,L,2,2112.08,1586.45,4224.16,3172.9,C24726,Sanjay_4726,Erode,11.34,77.7172,SP129,Nithin,Shipped,in-store,1051.26,2023-09-23,2023,September,9
S04728,2023-03-03 17:40:00,P1227,Kurta_227,Kurta,Red,XS,3,319.36,248.49,958.08,745.47,C24727,Priya_4727,Salem,11.6643,78.146,SP114,Ganesh,Returned,in-store,212.61,2023-03-03,2023,March,3
S04729,2024-01-02 14:37:00,P1228,Sarees_228,Sarees,Grey,XXL,1,476.84,363.33,476.84,363.33,C24728,Lakshmi_4728,Tiruchirappalli,10.7905,78.7047,SP105,Suresh,Shipped,in-store,113.51,2024-01-02,2024,January,1
S04730,2024-04-18 16:56:00,P1229,Jeans_229,Jeans,Red,S,4,1190.89,894.35,4763.56,3577.4,C24729,Meena_4729,Madurai,9.9252,78.1198,SP116,Vignesh,Cancelled,in-store,1186.16,2024-04-18,2024,April,4
S04731,2024-05-07 14:19:00,P1230,Kurta_230,Kurta,Grey,M,3,2154.53,1443.17,6463.59,4329.51,C24730,Ganesh_4730,Vellore,12.9165,79.1325,SP116,Vignesh,Returned,in-store,2134.08,2024-05-07,2024,May,5
S04732,2023-07-24 19:04:00,P1231,Women's_231,Women's Dresses,Red,M,4,1442.37,1175.06,5769.48,4700.24,C24731,Anu_4731,Salem,11.6643,78.146,SP134,Kiran,Paid,in-store,1069.24,2023-07-24,2023,July,7
S04733,2023-04-18 18:08:00,P1232,T-Shirts_232,T-Shirts,Grey,XXL,1,2132.54,1906.0,2132.54,1906.0,C24732,Sanjay_4732,Tiruchirappalli,10.7905,78.7047,SP107,Karthik,Cancelled,online,226.54,2023-04-18,2023,April,4
S04734,2023-02-18 12:45:00,P1233,Women's_233,Women's Dresses,Yellow,L,2,399.02,331.92,798.04,663.84,C24733,Aarav_4733,Tirunelveli,8.7139,77.7567,SP118,Mohan,Pending,online,134.2,2023-02-18,2023,February,2
S04735,2023-06-01 18:33:00,P1234,Sportswear_234,Sportswear,Red,L,1,2417.72,1528.67,2417.72,1528.67,C24734,Sathish_4734,Tirunelveli,8.7139,77.7567,SP137,Surya,Returned,in-store,889.05,2023-06-01,2023,June,6
S04736,2024-10-02 20:25:00,P1235,Sportswear_235,Sportswear,Pink,XS,1,1439.41,1004.55,1439.41,1004.55,C24735,Diya_4735,Coimbatore,11.0168,76.9558,SP103,Rahul,Shipped,online,434.86,2024-10-02,2024,October,10
S04737,2023-12-17 17:33:00,P1236,Sportswear_236,Sportswear,Pink,M,2,1448.66,1074.76,2897.32,2149.52,C24736,Ganesh_4736,Vellore,12.9165,79.1325,SP123,Sathish,Returned,online,747.8,2023-12-17,2023,December,12
S04738,2023-10-16 15:26:00,P1237,Sarees_237,Sarees,Pink,M,4,444.37,311.34,1777.48,1245.36,C24737,Ravi_4737,Madurai,9.9252,78.1198,SP132,Murali,Cancelled,third-party,532.12,2023-10-16,2023,October,10
S04739,2024-02-01 10:43:00,P1238,Sportswear_238,Sportswear,Green,S,1,1530.2,930.45,1530.2,930.45,C24738,Priya_4738,Tiruchirappalli,10.7905,78.7047,SP118,Mohan,Cancelled,online,599.75,2024-02-01,2024,February,2
S04740,2024-10-11 10:23:00,P1239,Sarees_239,Sarees,White,XXL,4,1392.46,1001.21,5569.84,4004.84,C24739,Aarav_4739,Tiruchirappalli,10.7905,78.7047,SP137,Surya,Paid,in-store,1565.0,2024-10-11,2024,October,10
S04741,2023-12-31 14:14:00,P1240,T-Shirts_240,T-Shirts,Pink,XL,4,789.86,533.45,3159.44,2133.8,C24740,Bhuvana_4740,Tirunelveli,8.7139,77.7567,SP147,Prem,Shipped,online,1025.64,2023-12-31,2023,December,12
S04742,2024-02-05 19:27:00,P1241,Men's_241,Men's Shirts,Pink,L,2,1231.24,1031.36,2462.48,2062.72,C24741,Devi_4741,Madurai,9.9252,78.1198,SP141,Mahesh,Shipped,online,399.76,2024-02-05,2024,February,2
S04743,2023-10-19 21:08:00,P1242,Women's_242,Women's Dresses,Black,XL,1,816.86,497.09,816.86,497.09,C24742,Kavin_4742,Erode,11.34,77.7172,SP135,Shankar,Shipped,third-party,319.77,2023-10-19,2023,October,10
S04744,2024-07-24 17:48:00,P1243,Men's_243,Men's Shirts,Grey,L,4,1648.57,1097.29,6594.28,4389.16,C24743,Ganesh_4743,Vellore,12.9165,79.1325,SP128,Krishna,Cancelled,online,2205.12,2024-07-24,2024,July,7
S04745,2024-03-11 17:55:00,P1244,Sarees_244,Sarees,Grey,XS,1,1138.97,749.52,1138.97,749.52,C24744,Sanjay_4744,Tiruchirappalli,10.7905,78.7047,SP136,Prakash,Cancelled,in-store,389.45,2024-03-11,2024,March,3
S04746,2024-03-03 11:49:00,P1245,Kurta_245,Kurta,Green,L,2,2375.9,1734.83,4751.8,3469.66,C24745,Meena_4745,Vellore,12.9165,79.1325,SP129,Nithin,Cancelled,in-store,1282.14,2024-03-03,2024,March,3
S04747,2023-05-07 21:06:00,P1246,Kid's_246,Kid's Wear,Grey,XS,4,279.64,248.26,1118.56,993.04,C24746,Lakshmi_4746,Coimbatore,11.0168,76.9558,SP103,Rahul,Shipped,online,125.52,2023-05-07,2023,May,5
S04748,2023-07-28 18:30:00,P1247,Jeans_247,Jeans,Yellow,XS,1,1297.36,780.08,1297.36,780.08,C24747,Kavin_4747,Erode,11.34,77.7172,SP111,Dinesh,Pending,in-store,517.28,2023-07-28,2023,July,7
S04749,2024-09-26 14:15:00,P1248,Men's_248,Men's Shirts,Pink,XL,3,513.46,424.33,1540.38,1272.99,C24748,Ganesh_4748,Madurai,9.9252,78.1198,SP118,Mohan,Pending,online,267.39,2024-09-26,2024,September,9
S04750,2023-08-03 13:16:00,P1249,Kid's_249,Kid's Wear,Black,S,4,1676.34,1191.22,6705.36,4764.88,C24749,Lakshmi_4749,Tiruchirappalli,10.7905,78.7047,SP103,Rahul,Pending,in-store,1940.48,2023-08-03,2023,August,8
S04751,2024-08-06 18:13:00,P1250,Jeans_250,Jeans,Black,M,4,844.47,697.05,3377.88,2788.2,C24750,Vishal_4750,Erode,11.34,77.7172,SP101,Arun,Shipped,online,589.68,2024-08-06,2024,August,8
S04752,2023-04-06 21:10:00,P1251,Men's_251,Men's Shirts,Pink,XL,2,435.61,293.33,871.22,586.66,C24751,Vishal_4751,Tiruchirappalli,10.7905,78.7047,SP143,Gokul,Paid,online,284.56,2023-04-06,2023,April,4
S04753,2024-01-22 13:57:00,P1252,Kurta_252,Kurta,Yellow,XXL,1,728.81,644.04,728.81,644.04,C24752,Kavin_4752,Tiruchirappalli,10.7905,78.7047,SP121,Vinod,Shipped,third-party,84.77,2024-01-22,2024,January,1
S04754,2024-07-03 15:28:00,P1253,Kurta_253,Kurta,Yellow,S,1,2195.43,1768.92,2195.43,1768.92,C24753,Sathish_4753,Salem,11.6643,78.146,SP105,Suresh,Pending,third-party,426.51,2024-07-03,2024,July,7
S04755,2023-09-05 11:48:00,P1254,Sarees_254,Sarees,Black,L,1,1410.7,1129.31,1410.7,1129.31,C24754,Devi_4754,Chennai,13.0827,80.2707,SP102,Kumar,Shipped,online,281.39,2023-09-05,2023,September,9
S04756,2023-04-13 17:22:00,P1255,T-Shirts_255,T-Shirts,White,XL,2,391.88,297.48,783.76,594.96,C24755,Ganesh_4755,Tirunelveli,8.7139,77.7567,SP118,Mohan,Cancelled,in-store,188.8,2023-04-13,2023,April,4
S04757,2023-05-20 14:38:00,P1256,Sportswear_256,Sportswear,Yellow,S,1,1565.8,1072.62,1565.8,1072.62,C24756,Diya_4756,Coimbatore,11.0168,76.9558,SP137,Surya,Cancelled,in-store,493.18,2023-05-20,2023,May,5
S04758,2024-03-11 11:44:00,P1257,Men's_257,Men's Shirts,White,S,1,874.23,563.29,874.23,563.29,C24757,Karthik_4757,Tirunelveli,8.7139,77.7567,SP119,Deepak,Pending,online,310.94,2024-03-11,2024,March,3
S04759,2023-03-26 17:19:00,P1258,Men's_258,Men's Shirts,Yellow,S,3,1586.64,965.04,4759.92,2895.12,C24758,Ravi_4758,Erode,11.34,77.7172,SP148,Jagan,Returned,online,1864.8,2023-03-26,2023,March,3
S04760,2023-03-21 17:54:00,P1259,Kid's_259,Kid's Wear,Yellow,M,1,1453.5,1245.35,1453.5,1245.35,C24759,Sanjay_4759,Chennai,13.0827,80.2707,SP130,Varun,Cancelled,in-store,208.15,2023-03-21,2023,March,3
S04761,2023-08-06 13:01:00,P1260,Kurta_260,Kurta,Maroon,XL,4,2016.94,1512.09,8067.76,6048.36,C24760,Lakshmi_4760,Vellore,12.9165,79.1325,SP134,Kiran,Shipped,online,2019.4,2023-08-06,2023,August,8
S04762,2023-03-04 14:55:00,P1261,Men's_261,Men's Shirts,Green,XS,1,1709.6,1428.46,1709.6,1428.46,C24761,Meena_4761,Madurai,9.9252,78.1198,SP110,Manoj,Paid,mobile_app,281.14,2023-03-04,2023,March,3
S04763,2024-03-30 19:34:00,P1262,Jeans_262,Jeans,Blue,L,1,1383.58,1024.15,1383.58,1024.15,C24762,Aarav_4762,Coimbatore,11.0168,76.9558,SP139,Yogesh,Returned,online,359.43,2024-03-30,2024,March,3
S04764,2024-08-26 19:49:00,P1263,Kurta_263,Kurta,Pink,S,3,758.94,464.72,2276.82,1394.16,C24763,Sathish_4763,Madurai,9.9252,78.1198,SP134,Kiran,Shipped,online,882.66,2024-08-26,2024,August,8
S04765,2023-06-14 21:11:00,P1264,Sportswear_264,Sportswear,Green,XL,2,1055.63,908.3,2111.26,1816.6,C24764,Ravi_4764,Tiruchirappalli,10.7905,78.7047,SP144,Rohit,Paid,in-store,294.66,2023-06-14,2023,June,6
S04766,2024-04-22 10:41:00,P1265,T-Shirts_265,T-Shirts,Green,M,1,2190.23,1487.5,2190.23,1487.5,C24765,Sathish_4765,Tirunelveli,8.7139,77.7567,SP126,Aravind,Pending,mobile_app,702.73,2024-04-22,2024,April,4
S04767,2023-10-07 20:19:00,P1266,Women's_266,Women's Dresses,Grey,XXL,1,2000.82,1449.32,2000.82,1449.32,C24766,Sathish_4766,Erode,11.34,77.7172,SP119,Deepak,Returned,in-store,551.5,2023-10-07,2023,October,10
S04768,2023-11-22 18:01:00,P1267,Women's_267,Women's Dresses,Pink,XS,2,284.19,247.02,568.38,494.04,C24767,Meena_4767,Tiruchirappalli,10.7905,78.7047,SP148,Jagan,Pending,in-store,74.34,2023-11-22,2023,November,11
S04769,2024-08-26 10:32:00,P1268,Men's_268,Men's Shirts,Grey,XS,1,946.29,784.42,946.29,784.42,C24768,Aarav_4768,Tirunelveli,8.7139,77.7567,SP105,Suresh,Paid,online,161.87,2024-08-26,2024,August,8
S04770,2023-10-24 18:09:00,P1269,Kid's_269,Kid's Wear,Maroon,L,2,1409.71,982.71,2819.42,1965.42,C24769,Vishal_4769,Tirunelveli,8.7139,77.7567,SP143,Gokul,Paid,online,854.0,2023-10-24,2023,October,10
